berlin_000024_000019_leftImg8bit.png,0.0
26533848.jpg,1.0
56555652.jpg,1.0
strasbourg_000001_059914_leftImg8bit.png,0.0
26491777.jpg,1.0
26466868.jpg,1.0
26490582.jpg,1.0
dusseldorf_000126_000019_leftImg8bit.png,0.0
dusseldorf_000216_000019_leftImg8bit.png,0.0
bremen_000286_000019_leftImg8bit.png,0.0
26817136.jpg,1.0
monchengladbach_000000_029526_leftImg8bit.png,0.0
hamburg_000000_090742_leftImg8bit.png,0.0
26503040.jpg,1.0
bremen_000151_000019_leftImg8bit.png,0.0
bielefeld_000000_007030_leftImg8bit.png,0.0
hanover_000000_045657_leftImg8bit.png,0.0
berlin_000096_000019_leftImg8bit.png,0.0
ulm_000058_000019_leftImg8bit.png,0.0
26490065.jpg,1.0
26533324.jpg,1.0
26514423.jpg,1.0
26552341.jpg,1.0
frankfurt_000000_003357_leftImg8bit.png,0.0
56535786.jpg,1.0
frankfurt_000001_014406_leftImg8bit.png,0.0
strasbourg_000000_023694_leftImg8bit.png,0.0
berlin_000312_000019_leftImg8bit.png,0.0
berlin_000182_000019_leftImg8bit.png,0.0
26490263.jpg,1.0
munich_000377_000019_leftImg8bit.png,0.0
26566048.jpg,1.0
33176309.jpg,1.0
monchengladbach_000000_024637_leftImg8bit.png,0.0
bielefeld_000000_041223_leftImg8bit.png,0.0
26492429.jpg,1.0
bielefeld_000000_001705_leftImg8bit.png,0.0
26468353.jpg,1.0
berlin_000413_000019_leftImg8bit.png,0.0
26514618.jpg,1.0
mainz_000003_003042_leftImg8bit.png,0.0
strasbourg_000001_063808_leftImg8bit.png,0.0
26491727.jpg,1.0
26492852.jpg,1.0
munster_000168_000019_leftImg8bit.png,0.0
berlin_000348_000019_leftImg8bit.png,0.0
bremen_000036_000019_leftImg8bit.png,0.0
26536576.jpg,1.0
27844927.jpg,1.0
jena_000013_000019_leftImg8bit.png,0.0
26466443.jpg,1.0
26503852.jpg,1.0
tubingen_000094_000019_leftImg8bit.png,0.0
hanover_000000_052013_leftImg8bit.png,0.0
strasbourg_000000_000751_leftImg8bit.png,0.0
pollution_167.jpg,0.0
mainz_000001_021042_leftImg8bit.png,0.0
mainz_000000_005817_leftImg8bit.png,0.0
bremen_000046_000019_leftImg8bit.png,0.0
strasbourg_000001_056857_leftImg8bit.png,0.0
26551369.jpg,1.0
27351536.jpg,1.0
26583321.jpg,1.0
26583027.jpg,1.0
weimar_000087_000019_leftImg8bit.png,0.0
strasbourg_000001_022836_leftImg8bit.png,0.0
26503368.jpg,0.0
27123203.jpg,1.0
erfurt_000077_000019_leftImg8bit.png,0.0
26583008.jpg,1.0
26467900.jpg,1.0
munich_000001_000019_leftImg8bit.png,0.0
26468963.jpg,1.0
pollution_47.jpg,0.0
berlin_000238_000019_leftImg8bit.png,0.0
26538976.jpg,1.0
aachen_000052_000019_leftImg8bit.png,0.0
frankfurt_000000_020215_leftImg8bit.png,0.0
36639292.jpg,1.0
56555926.jpg,0.0
26897914.jpg,1.0
26554850.jpg,0.0
stuttgart_000040_000019_leftImg8bit.png,0.0
26467695.jpg,1.0
26490789.jpg,1.0
strasbourg_000000_017761_leftImg8bit.png,0.0
strasbourg_000001_021951_leftImg8bit.png,0.0
cologne_000044_000019_leftImg8bit.png,0.0
26828653.jpg,1.0
munich_000155_000019_leftImg8bit.png,0.0
frankfurt_000000_020321_leftImg8bit.png,0.0
hamburg_000000_054555_leftImg8bit.png,0.0
29650166.jpg,1.0
29650112.jpg,1.0
hanover_000000_024276_leftImg8bit.png,0.0
bielefeld_000000_002308_leftImg8bit.png,0.0
mainz_000001_014469_leftImg8bit.png,0.0
26470261.jpg,1.0
26489841.jpg,1.0
26476459.jpg,1.0
bochum_000000_013209_leftImg8bit.png,0.0
hamburg_000000_042505_leftImg8bit.png,0.0
berlin_000448_000019_leftImg8bit.png,0.0
leverkusen_000020_000019_leftImg8bit.png,0.0
mainz_000003_014319_leftImg8bit.png,0.0
munich_000397_000019_leftImg8bit.png,0.0
berlin_000531_000019_leftImg8bit.png,0.0
strasbourg_000000_017044_leftImg8bit.png,0.0
26460139.jpg,1.0
aachen_000010_000019_leftImg8bit.png,0.0
munich_000134_000019_leftImg8bit.png,0.0
cologne_000072_000019_leftImg8bit.png,0.0
erfurt_000008_000019_leftImg8bit.png,0.0
stuttgart_000017_000019_leftImg8bit.png,0.0
mainz_000003_016877_leftImg8bit.png,0.0
bochum_000000_030913_leftImg8bit.png,0.0
darmstadt_000027_000019_leftImg8bit.png,0.0
leverkusen_000005_000019_leftImg8bit.png,0.0
cologne_000011_000019_leftImg8bit.png,0.0
strasbourg_000001_025833_leftImg8bit.png,0.0
stuttgart_000116_000019_leftImg8bit.png,0.0
bonn_000028_000019_leftImg8bit.png,0.0
frankfurt_000001_054884_leftImg8bit.png,0.0
strasbourg_000001_052544_leftImg8bit.png,0.0
26897372.jpg,1.0
31764927.jpg,1.0
bielefeld_000000_047918_leftImg8bit.png,0.0
26503361.jpg,1.0
26491905.jpg,1.0
26459112.jpg,1.0
